device_id,user_id,device_type,capacity,max_power,efficiency,initial_state,param1,param2,param3,can_interrupt,priority
ev_3_3,user_3_3,ev,55.0,6.5,0.89,0.55,0.2,0.95,20.0,1,2
ev_3_5,user_3_5,ev,68.0,7.8,0.91,0.5,0.2,0.95,19.5,1,2
ev_3_7,user_3_7,ev,60.0,7.0,0.90,0.45,0.2,0.95,18.0,1,2
ev_4_1,user_4_1,ev,57.0,6.7,0.89,0.6,0.2,0.95,19.0,1,2
ev_4_3,user_4_3,ev,65.0,7.5,0.91,0.5,0.2,0.95,20.5,1,2
ev_4_6,user_4_6,ev,60.0,7.0,0.90,0.55,0.2,0.95,18.5,1,2
ev_4_8,user_4_8,ev,70.0,8.0,0.92,0.45,0.2,0.95,19.5,1,2
ev_4_10,user_4_10,ev,62.0,7.2,0.90,0.6,0.2,0.95,18.0,1,2
ev_4_12,user_4_12,ev,58.0,6.8,0.89,0.5,0.2,0.95,20.0,1,2
pv_1_1,user_1_1,pv,0.0,5.5,0.18,0.0,30.0,180.0,28.0,0,1
pv_1_4,user_1_4,pv,0.0,6.2,0.20,0.0,32.0,175.0,32.0,0,1
pv_2_1,user_2_1,pv,0.0,5.8,0.19,0.0,28.0,185.0,30.0,0,1
pv_2_4,user_2_4,pv,0.0,6.5,0.21,0.0,35.0,170.0,35.0,0,1
pv_2_8,user_2_8,pv,0.0,5.2,0.17,0.0,27.0,190.0,26.0,0,1
pv_3_2,user_3_2,pv,0.0,6.0,0.19,0.0,31.0,180.0,29.0,0,1
pv_3_6,user_3_6,pv,0.0,5.7,0.18,0.0,29.0,175.0,31.0,0,1
pv_4_2,user_4_2,pv,0.0,6.8,0.22,0.0,33.0,165.0,38.0,0,1
pv_4_5,user_4_5,pv,0.0,5.5,0.18,0.0,28.0,185.0,27.0,0,1
pv_4_9,user_4_9,pv,0.0,6.3,0.20,0.0,30.0,180.0,33.0,0,1
heatpump_1_1,user_1_1,heat_pump,0.0,4.5,3.8,20.5,18.0,26.0,0.08,1,4
heatpump_1_2,user_1_2,heat_pump,0.0,5.2,4.2,21.0,18.0,26.0,0.10,1,4
heatpump_1_3,user_1_3,heat_pump,0.0,3.8,3.5,20.0,18.0,26.0,0.07,1,4
heatpump_1_4,user_1_4,heat_pump,0.0,4.8,4.0,21.5,18.0,26.0,0.09,1,4
heatpump_1_5,user_1_5,heat_pump,0.0,5.5,4.3,20.8,18.0,26.0,0.11,1,4
heatpump_1_6,user_1_6,heat_pump,0.0,4.2,3.7,21.2,18.0,26.0,0.08,1,4
heatpump_2_1,user_2_1,heat_pump,0.0,4.6,3.9,20.3,18.0,26.0,0.09,1,4
heatpump_2_2,user_2_2,heat_pump,0.0,5.0,4.1,21.0,18.0,26.0,0.10,1,4
heatpump_2_3,user_2_3,heat_pump,0.0,4.0,3.6,20.5,18.0,26.0,0.08,1,4
heatpump_2_4,user_2_4,heat_pump,0.0,5.3,4.3,21.5,18.0,26.0,0.11,1,4
heatpump_2_5,user_2_5,heat_pump,0.0,4.4,3.8,20.8,18.0,26.0,0.09,1,4
heatpump_2_6,user_2_6,heat_pump,0.0,4.9,4.0,21.2,18.0,26.0,0.10,1,4
heatpump_2_7,user_2_7,heat_pump,0.0,3.9,3.5,20.0,18.0,26.0,0.07,1,4
heatpump_2_8,user_2_8,heat_pump,0.0,5.2,4.2,21.3,18.0,26.0,0.10,1,4
heatpump_2_9,user_2_9,heat_pump,0.0,4.7,3.9,20.6,18.0,26.0,0.09,1,4
heatpump_2_10,user_2_10,heat_pump,0.0,4.3,3.7,21.0,18.0,26.0,0.08,1,4
heatpump_3_1,user_3_1,heat_pump,0.0,4.8,4.0,20.4,18.0,26.0,0.09,1,4
heatpump_3_2,user_3_2,heat_pump,0.0,5.1,4.1,21.1,18.0,26.0,0.10,1,4
heatpump_3_3,user_3_3,heat_pump,0.0,4.1,3.6,20.7,18.0,26.0,0.08,1,4
heatpump_3_4,user_3_4,heat_pump,0.0,5.4,4.3,21.4,18.0,26.0,0.11,1,4
heatpump_3_5,user_3_5,heat_pump,0.0,4.5,3.8,20.2,18.0,26.0,0.09,1,4
heatpump_3_6,user_3_6,heat_pump,0.0,5.0,4.1,21.0,18.0,26.0,0.10,1,4
heatpump_3_7,user_3_7,heat_pump,0.0,3.8,3.5,20.5,18.0,26.0,0.07,1,4
heatpump_3_8,user_3_8,heat_pump,0.0,5.3,4.2,21.3,18.0,26.0,0.10,1,4
heatpump_4_1,user_4_1,heat_pump,0.0,4.7,3.9,20.6,18.0,26.0,0.09,1,4
heatpump_4_2,user_4_2,heat_pump,0.0,5.2,4.2,21.2,18.0,26.0,0.10,1,4
heatpump_4_3,user_4_3,heat_pump,0.0,4.2,3.7,20.3,18.0,26.0,0.08,1,4
heatpump_4_4,user_4_4,heat_pump,0.0,4.9,4.0,21.0,18.0,26.0,0.09,1,4
heatpump_4_5,user_4_5,heat_pump,0.0,5.5,4.4,20.8,18.0,26.0,0.11,1,4
heatpump_4_6,user_4_6,heat_pump,0.0,4.4,3.8,21.1,18.0,26.0,0.09,1,4
heatpump_4_7,user_4_7,heat_pump,0.0,5.1,4.1,20.5,18.0,26.0,0.10,1,4
heatpump_4_8,user_4_8,heat_pump,0.0,3.9,3.6,21.4,18.0,26.0,0.08,1,4
heatpump_4_9,user_4_9,heat_pump,0.0,5.4,4.3,20.2,18.0,26.0,0.11,1,4
heatpump_4_10,user_4_10,heat_pump,0.0,4.6,3.9,21.0,18.0,26.0,0.09,1,4
heatpump_4_11,user_4_11,heat_pump,0.0,5.0,4.1,20.7,18.0,26.0,0.10,1,4
heatpump_4_12,user_4_12,heat_pump,0.0,4.3,3.7,21.3,18.0,26.0,0.08,1,4
dishwasher_1_1,user_1_1,dishwasher,3.0,2.2,0.90,0.0,3.5,0.5,7.0,0,3
dishwasher_1_2,user_1_2,dishwasher,2.8,2.0,0.88,0.0,3.2,0.6,6.5,0,3
dishwasher_1_3,user_1_3,dishwasher,3.2,2.3,0.91,0.0,3.8,0.5,7.5,0,4
dishwasher_1_4,user_1_4,dishwasher,2.9,2.1,0.89,0.0,3.4,0.7,6.8,0,3
dishwasher_1_5,user_1_5,dishwasher,3.1,2.2,0.90,0.0,3.6,0.5,7.2,0,3
dishwasher_1_6,user_1_6,dishwasher,2.7,1.9,0.87,0.0,3.3,0.6,6.9,0,2
dishwasher_2_1,user_2_1,dishwasher,3.0,2.2,0.90,0.0,3.5,0.5,7.0,0,3
dishwasher_2_2,user_2_2,dishwasher,2.9,2.1,0.89,0.0,3.4,0.6,6.8,0,3
dishwasher_2_3,user_2_3,dishwasher,3.1,2.3,0.91,0.0,3.6,0.5,7.2,0,4
dishwasher_2_4,user_2_4,dishwasher,2.8,2.0,0.88,0.0,3.3,0.7,6.5,0,3
dishwasher_2_5,user_2_5,dishwasher,3.2,2.4,0.92,0.0,3.7,0.5,7.5,0,3
dishwasher_2_6,user_2_6,dishwasher,2.7,1.9,0.87,0.0,3.2,0.6,6.7,0,2
dishwasher_2_7,user_2_7,dishwasher,3.0,2.2,0.90,0.0,3.5,0.5,7.0,0,3
dishwasher_2_8,user_2_8,dishwasher,2.9,2.1,0.89,0.0,3.4,0.6,6.9,0,3
dishwasher_2_9,user_2_9,dishwasher,3.1,2.3,0.91,0.0,3.6,0.5,7.3,0,4
dishwasher_2_10,user_2_10,dishwasher,2.8,2.0,0.88,0.0,3.3,0.7,6.6,0,3
dishwasher_3_1,user_3_1,dishwasher,3.0,2.2,0.90,0.0,3.5,0.5,7.0,0,3
dishwasher_3_2,user_3_2,dishwasher,3.2,2.4,0.92,0.0,3.7,0.5,7.4,0,4
dishwasher_3_3,user_3_3,dishwasher,2.8,2.0,0.88,0.0,3.3,0.6,6.7,0,3
dishwasher_3_4,user_3_4,dishwasher,3.1,2.3,0.91,0.0,3.6,0.5,7.2,0,3
dishwasher_3_5,user_3_5,dishwasher,2.9,2.1,0.89,0.0,3.4,0.6,6.9,0,3
dishwasher_3_6,user_3_6,dishwasher,3.0,2.2,0.90,0.0,3.5,0.5,7.1,0,3
dishwasher_3_7,user_3_7,dishwasher,2.7,1.9,0.87,0.0,3.2,0.7,6.5,0,2
dishwasher_3_8,user_3_8,dishwasher,3.1,2.3,0.91,0.0,3.6,0.5,7.3,0,4
dishwasher_4_1,user_4_1,dishwasher,2.9,2.1,0.89,0.0,3.4,0.6,6.8,0,3
dishwasher_4_2,user_4_2,dishwasher,3.2,2.4,0.92,0.0,3.7,0.5,7.5,0,4
dishwasher_4_3,user_4_3,dishwasher,3.0,2.2,0.90,0.0,3.5,0.5,7.0,0,3
dishwasher_4_4,user_4_4,dishwasher,2.8,2.0,0.88,0.0,3.3,0.6,6.7,0,3
dishwasher_4_5,user_4_5,dishwasher,3.1,2.3,0.91,0.0,3.6,0.5,7.2,0,3
dishwasher_4_6,user_4_6,dishwasher,2.9,2.1,0.89,0.0,3.4,0.6,6.9,0,3
dishwasher_4_7,user_4_7,dishwasher,3.0,2.2,0.90,0.0,3.5,0.5,7.1,0,3
dishwasher_4_8,user_4_8,dishwasher,2.7,1.9,0.87,0.0,3.2,0.7,6.6,0,2
dishwasher_4_9,user_4_9,dishwasher,3.2,2.4,0.92,0.0,3.7,0.5,7.4,0,4
dishwasher_4_10,user_4_10,dishwasher,3.1,2.3,0.91,0.0,3.6,0.5,7.2,0,3
dishwasher_4_11,user_4_11,dishwasher,2.9,2.1,0.89,0.0,3.4,0.6,6.8,0,3
dishwasher_4_12,user_4_12,dishwasher,3.0,2.2,0.90,0.0,3.5,0.5,7.0,0,3
