device_id,user_id,device_type,capacity,max_power,efficiency,initial_state,param1,param2,param3,can_interrupt,priority
battery_6_2,user_6_2,battery,10.3,4.9,0.94,0.52,0.1,0.9,10300.0,1,3
battery_6_3,user_6_3,battery,9.4,4.6,0.95,0.52,0.1,0.9,9400.0,1,3
battery_6_4,user_6_4,battery,12.0,5.6,0.93,0.51,0.1,0.9,12000.0,1,3
battery_6_6,user_6_6,battery,8.6,4.0,0.94,0.53,0.1,0.9,8600.0,1,3
battery_6_7,user_6_7,battery,10.4,5.2,0.93,0.53,0.1,0.9,10400.0,1,3
battery_6_8,user_6_8,battery,8.9,4.8,0.93,0.59,0.1,0.9,8900.0,1,3
battery_7_1,user_7_1,battery,9.1,5.0,0.95,0.53,0.1,0.9,9100.0,1,3
battery_7_2,user_7_2,battery,10.5,5.3,0.94,0.56,0.1,0.9,10500.0,1,3
battery_7_3,user_7_3,battery,11.8,6.3,0.94,0.6,0.1,0.9,11800.0,1,3
battery_7_4,user_7_4,battery,9.3,4.7,0.96,0.57,0.1,0.9,9300.0,1,3
battery_7_5,user_7_5,battery,10.4,5.4,0.94,0.54,0.1,0.9,10400.0,1,3
battery_7_7,user_7_7,battery,10.0,4.8,0.93,0.59,0.1,0.9,10000.0,1,3
battery_7_8,user_7_8,battery,9.5,4.6,0.95,0.58,0.1,0.9,9500.0,1,3
battery_7_9,user_7_9,battery,9.3,5.1,0.93,0.52,0.1,0.9,9300.0,1,3
battery_8_1,user_8_1,battery,9.7,5.3,0.95,0.54,0.1,0.9,9700.0,1,3
battery_8_2,user_8_2,battery,8.8,4.4,0.93,0.51,0.1,0.9,8800.0,1,3
battery_8_3,user_8_3,battery,11.1,5.2,0.93,0.58,0.1,0.9,11100.0,1,3
battery_8_5,user_8_5,battery,9.4,4.2,0.93,0.51,0.1,0.9,9400.0,1,3
battery_8_6,user_8_6,battery,9.0,4.3,0.93,0.53,0.1,0.9,9000.0,1,3
battery_9_1,user_9_1,battery,9.4,4.5,0.95,0.54,0.1,0.9,9400.0,1,3
battery_9_10,user_9_10,battery,8.8,4.5,0.94,0.5,0.1,0.9,8800.0,1,3
battery_9_2,user_9_2,battery,8.5,4.4,0.94,0.55,0.1,0.9,8500.0,1,3
battery_9_3,user_9_3,battery,10.7,5.2,0.96,0.5,0.1,0.9,10700.0,1,3
battery_9_4,user_9_4,battery,11.4,5.8,0.95,0.58,0.1,0.9,11400.0,1,3
battery_9_5,user_9_5,battery,11.6,6.2,0.96,0.57,0.1,0.9,11600.0,1,3
battery_9_6,user_9_6,battery,9.7,4.8,0.95,0.58,0.1,0.9,9700.0,1,3
battery_9_7,user_9_7,battery,10.0,4.7,0.95,0.5,0.1,0.9,10000.0,1,3
battery_9_8,user_9_8,battery,11.6,5.6,0.96,0.5,0.1,0.9,11600.0,1,3
battery_9_9,user_9_9,battery,8.6,4.3,0.95,0.51,0.1,0.9,8600.0,1,3
dishwasher_10_1,user_10_1,dishwasher,2.7,1.9,0.92,0.0,3.3,0.5,7.0,0,3
dishwasher_10_10,user_10_10,dishwasher,3.0,1.9,0.88,0.0,3.3,0.6,6.6,0,2
dishwasher_10_11,user_10_11,dishwasher,2.9,2.3,0.9,0.0,3.3,0.6,7.4,0,2
dishwasher_10_12,user_10_12,dishwasher,3.1,2.4,0.9,0.0,3.4,0.6,6.5,0,3
dishwasher_10_2,user_10_2,dishwasher,2.9,2.2,0.91,0.0,3.8,0.6,7.2,0,2
dishwasher_10_3,user_10_3,dishwasher,3.1,2.2,0.91,0.0,3.6,0.7,6.8,0,4
dishwasher_10_4,user_10_4,dishwasher,2.9,2.1,0.92,0.0,3.7,0.5,7.2,0,4
dishwasher_10_5,user_10_5,dishwasher,3.2,2.2,0.87,0.0,3.4,0.7,7.4,0,3
dishwasher_10_6,user_10_6,dishwasher,2.7,2.0,0.9,0.0,3.8,0.5,6.8,0,2
dishwasher_10_7,user_10_7,dishwasher,3.1,2.0,0.91,0.0,3.5,0.6,7.3,0,2
dishwasher_10_8,user_10_8,dishwasher,2.9,2.0,0.92,0.0,3.2,0.7,6.6,0,2
dishwasher_10_9,user_10_9,dishwasher,3.0,2.3,0.88,0.0,3.7,0.5,6.9,0,2
dishwasher_1_1,user_1_1,dishwasher,2.8,2.2,0.91,0.0,3.5,0.6,6.8,0,2
dishwasher_1_2,user_1_2,dishwasher,3.1,2.0,0.89,0.0,3.7,0.5,6.7,0,3
dishwasher_1_3,user_1_3,dishwasher,3.0,2.3,0.87,0.0,3.4,0.6,6.9,0,2
dishwasher_1_4,user_1_4,dishwasher,3.1,2.1,0.91,0.0,3.8,0.5,7.4,0,4
dishwasher_1_5,user_1_5,dishwasher,2.9,1.9,0.89,0.0,3.7,0.7,7.5,0,3
dishwasher_1_6,user_1_6,dishwasher,3.0,2.3,0.91,0.0,3.7,0.6,6.8,0,3
dishwasher_2_1,user_2_1,dishwasher,2.7,2.1,0.9,0.0,3.4,0.5,7.0,0,2
dishwasher_2_10,user_2_10,dishwasher,3.1,2.2,0.88,0.0,3.8,0.7,6.8,0,3
dishwasher_2_2,user_2_2,dishwasher,3.2,2.2,0.92,0.0,3.6,0.6,6.6,0,3
dishwasher_2_3,user_2_3,dishwasher,2.8,2.1,0.87,0.0,3.4,0.5,6.8,0,3
dishwasher_2_4,user_2_4,dishwasher,2.8,2.4,0.89,0.0,3.7,0.6,7.2,0,2
dishwasher_2_5,user_2_5,dishwasher,3.2,2.1,0.9,0.0,3.7,0.6,7.3,0,2
dishwasher_2_6,user_2_6,dishwasher,2.8,1.9,0.88,0.0,3.3,0.6,7.1,0,2
dishwasher_2_7,user_2_7,dishwasher,2.9,2.0,0.89,0.0,3.6,0.7,7.2,0,2
dishwasher_2_8,user_2_8,dishwasher,3.2,2.0,0.87,0.0,3.4,0.6,7.5,0,3
dishwasher_2_9,user_2_9,dishwasher,3.2,2.0,0.9,0.0,3.7,0.5,7.2,0,3
dishwasher_3_1,user_3_1,dishwasher,3.0,1.9,0.9,0.0,3.2,0.6,7.0,0,3
dishwasher_3_2,user_3_2,dishwasher,3.2,2.2,0.91,0.0,3.6,0.6,7.2,0,4
dishwasher_3_3,user_3_3,dishwasher,2.8,2.3,0.9,0.0,3.5,0.6,7.2,0,3
dishwasher_3_4,user_3_4,dishwasher,2.9,2.0,0.92,0.0,3.4,0.6,7.3,0,4
dishwasher_3_5,user_3_5,dishwasher,3.0,2.1,0.87,0.0,3.7,0.5,6.7,0,3
dishwasher_3_6,user_3_6,dishwasher,2.9,2.3,0.91,0.0,3.4,0.5,7.4,0,2
dishwasher_3_7,user_3_7,dishwasher,2.8,2.1,0.9,0.0,3.3,0.6,7.2,0,3
dishwasher_3_8,user_3_8,dishwasher,3.1,1.9,0.88,0.0,3.6,0.6,7.1,0,3
dishwasher_4_1,user_4_1,dishwasher,3.0,2.1,0.92,0.0,3.5,0.6,7.0,0,3
dishwasher_4_10,user_4_10,dishwasher,3.0,1.9,0.92,0.0,3.3,0.7,7.1,0,3
dishwasher_4_11,user_4_11,dishwasher,3.0,2.0,0.88,0.0,3.2,0.5,7.0,0,4
dishwasher_4_12,user_4_12,dishwasher,2.9,1.9,0.88,0.0,3.4,0.7,6.6,0,2
dishwasher_4_2,user_4_2,dishwasher,2.8,2.0,0.88,0.0,3.3,0.6,7.3,0,2
dishwasher_4_3,user_4_3,dishwasher,2.8,2.3,0.88,0.0,3.6,0.7,7.1,0,2
dishwasher_4_4,user_4_4,dishwasher,3.1,2.0,0.89,0.0,3.4,0.6,6.6,0,2
dishwasher_4_5,user_4_5,dishwasher,3.2,2.2,0.9,0.0,3.3,0.7,7.0,0,2
dishwasher_4_6,user_4_6,dishwasher,3.0,2.1,0.89,0.0,3.3,0.5,7.4,0,3
dishwasher_4_7,user_4_7,dishwasher,2.8,1.9,0.89,0.0,3.5,0.6,6.7,0,4
dishwasher_4_8,user_4_8,dishwasher,3.2,1.9,0.88,0.0,3.5,0.6,7.1,0,4
dishwasher_4_9,user_4_9,dishwasher,2.8,2.2,0.89,0.0,3.5,0.7,7.5,0,3
dishwasher_5_1,user_5_1,dishwasher,3.2,2.3,0.9,0.0,3.6,0.7,6.9,0,4
dishwasher_5_2,user_5_2,dishwasher,2.8,2.0,0.88,0.0,3.3,0.5,7.3,0,4
dishwasher_5_3,user_5_3,dishwasher,3.1,2.2,0.88,0.0,3.3,0.6,7.2,0,3
dishwasher_5_4,user_5_4,dishwasher,3.0,2.1,0.87,0.0,3.2,0.6,6.8,0,3
dishwasher_5_5,user_5_5,dishwasher,2.7,2.0,0.9,0.0,3.7,0.6,6.5,0,4
dishwasher_5_6,user_5_6,dishwasher,3.1,2.2,0.91,0.0,3.3,0.6,6.9,0,3
dishwasher_5_7,user_5_7,dishwasher,2.8,2.2,0.9,0.0,3.5,0.5,6.8,0,3
dishwasher_5_8,user_5_8,dishwasher,2.9,2.0,0.88,0.0,3.4,0.6,7.2,0,3
dishwasher_6_1,user_6_1,dishwasher,3.1,2.2,0.89,0.0,3.4,0.6,7.5,0,3
dishwasher_6_2,user_6_2,dishwasher,3.1,2.3,0.87,0.0,3.7,0.6,6.6,0,4
dishwasher_6_3,user_6_3,dishwasher,2.9,2.3,0.9,0.0,3.7,0.5,7.0,0,3
dishwasher_6_4,user_6_4,dishwasher,2.9,2.2,0.88,0.0,3.8,0.6,6.7,0,2
dishwasher_6_5,user_6_5,dishwasher,2.9,1.9,0.89,0.0,3.3,0.7,6.6,0,2
dishwasher_6_6,user_6_6,dishwasher,3.0,2.0,0.92,0.0,3.4,0.6,6.9,0,3
dishwasher_6_7,user_6_7,dishwasher,3.2,2.0,0.9,0.0,3.4,0.7,7.0,0,2
dishwasher_6_8,user_6_8,dishwasher,3.1,2.0,0.91,0.0,3.4,0.7,7.0,0,2
dishwasher_7_1,user_7_1,dishwasher,2.8,2.0,0.9,0.0,3.8,0.6,6.6,0,4
dishwasher_7_10,user_7_10,dishwasher,2.9,2.2,0.92,0.0,3.2,0.7,6.8,0,3
dishwasher_7_2,user_7_2,dishwasher,2.9,2.1,0.91,0.0,3.4,0.7,7.4,0,4
dishwasher_7_3,user_7_3,dishwasher,2.8,2.1,0.91,0.0,3.4,0.6,7.0,0,3
dishwasher_7_4,user_7_4,dishwasher,2.9,2.2,0.91,0.0,3.8,0.6,6.5,0,4
dishwasher_7_5,user_7_5,dishwasher,3.2,2.1,0.88,0.0,3.7,0.5,7.4,0,2
dishwasher_7_6,user_7_6,dishwasher,3.1,2.1,0.9,0.0,3.3,0.6,7.5,0,3
dishwasher_7_7,user_7_7,dishwasher,3.0,2.1,0.87,0.0,3.4,0.6,7.0,0,3
dishwasher_7_8,user_7_8,dishwasher,3.0,2.3,0.89,0.0,3.5,0.6,6.7,0,4
dishwasher_7_9,user_7_9,dishwasher,3.2,2.4,0.91,0.0,3.5,0.5,7.1,0,2
dishwasher_8_1,user_8_1,dishwasher,2.9,2.0,0.89,0.0,3.6,0.5,6.7,0,4
dishwasher_8_2,user_8_2,dishwasher,3.1,2.2,0.88,0.0,3.7,0.5,7.0,0,3
dishwasher_8_3,user_8_3,dishwasher,2.9,2.2,0.91,0.0,3.5,0.6,7.0,0,2
dishwasher_8_4,user_8_4,dishwasher,2.9,2.1,0.9,0.0,3.6,0.6,6.8,0,3
dishwasher_8_5,user_8_5,dishwasher,2.8,2.1,0.89,0.0,3.3,0.6,7.1,0,4
dishwasher_8_6,user_8_6,dishwasher,2.8,2.4,0.9,0.0,3.4,0.6,7.2,0,4
dishwasher_9_1,user_9_1,dishwasher,3.2,2.4,0.91,0.0,3.7,0.7,7.3,0,2
dishwasher_9_10,user_9_10,dishwasher,2.8,1.9,0.91,0.0,3.7,0.6,6.9,0,2
dishwasher_9_2,user_9_2,dishwasher,3.0,2.1,0.9,0.0,3.6,0.6,7.2,0,4
dishwasher_9_3,user_9_3,dishwasher,3.0,2.0,0.87,0.0,3.6,0.5,7.3,0,2
dishwasher_9_4,user_9_4,dishwasher,3.0,2.3,0.87,0.0,3.4,0.6,6.7,0,2
dishwasher_9_5,user_9_5,dishwasher,3.1,2.3,0.89,0.0,3.5,0.6,6.7,0,3
dishwasher_9_6,user_9_6,dishwasher,3.2,2.0,0.91,0.0,3.7,0.6,6.6,0,2
dishwasher_9_7,user_9_7,dishwasher,3.1,2.3,0.92,0.0,3.8,0.7,6.9,0,3
dishwasher_9_8,user_9_8,dishwasher,2.7,2.2,0.89,0.0,3.6,0.6,7.1,0,4
dishwasher_9_9,user_9_9,dishwasher,3.2,2.0,0.88,0.0,3.2,0.7,7.1,0,4
ev_10_11,user_10_11,ev,52.8,6.6,0.89,0.45,0.2,0.95,18.6,1,2
ev_10_12,user_10_12,ev,68.3,7.1,0.92,0.51,0.2,0.95,18.3,1,2
ev_10_5,user_10_5,ev,63.1,7.4,0.88,0.42,0.2,0.95,18.8,1,2
ev_10_8,user_10_8,ev,52.3,6.4,0.9,0.42,0.2,0.95,19.3,1,2
ev_1_1,user_1_1,ev,59.5,7.7,0.89,0.54,0.2,0.95,20.0,1,2
ev_1_4,user_1_4,ev,58.4,7.5,0.92,0.4,0.2,0.95,18.5,1,2
ev_1_6,user_1_6,ev,66.5,7.0,0.88,0.53,0.2,0.95,18.5,1,2
ev_2_1,user_2_1,ev,58.2,7.5,0.91,0.6,0.2,0.95,19.6,1,2
ev_2_10,user_2_10,ev,61.5,7.1,0.91,0.59,0.2,0.95,20.3,1,2
ev_2_3,user_2_3,ev,56.4,6.8,0.89,0.48,0.2,0.95,19.9,1,2
ev_2_5,user_2_5,ev,65.1,7.9,0.89,0.54,0.2,0.95,18.0,1,2
ev_2_8,user_2_8,ev,59.2,7.6,0.91,0.48,0.2,0.95,20.0,1,2
ev_2_9,user_2_9,ev,54.5,6.0,0.88,0.46,0.2,0.95,19.7,1,2
ev_3_2,user_3_2,ev,66.2,6.9,0.9,0.49,0.2,0.95,18.1,1,2
ev_3_3,user_3_3,ev,59.2,6.5,0.89,0.55,0.2,0.95,20.0,1,2
ev_3_6,user_3_6,ev,51.1,7.0,0.89,0.56,0.2,0.95,19.8,1,2
ev_4_10,user_4_10,ev,57.0,6.4,0.9,0.51,0.2,0.95,19.8,1,2
ev_4_11,user_4_11,ev,60.1,7.1,0.89,0.47,0.2,0.95,19.3,1,2
ev_4_12,user_4_12,ev,58.1,7.9,0.92,0.5,0.2,0.95,18.5,1,2
ev_4_2,user_4_2,ev,54.9,7.5,0.91,0.42,0.2,0.95,19.1,1,2
ev_4_3,user_4_3,ev,64.8,6.8,0.89,0.44,0.2,0.95,20.2,1,2
ev_4_4,user_4_4,ev,61.0,6.9,0.9,0.53,0.2,0.95,18.5,1,2
ev_4_7,user_4_7,ev,64.9,7.2,0.88,0.47,0.2,0.95,18.2,1,2
ev_4_8,user_4_8,ev,69.9,7.9,0.88,0.59,0.2,0.95,18.1,1,2
ev_4_9,user_4_9,ev,52.3,7.8,0.89,0.52,0.2,0.95,18.5,1,2
ev_5_1,user_5_1,ev,69.3,6.6,0.91,0.58,0.2,0.95,18.2,1,2
ev_5_2,user_5_2,ev,61.4,7.5,0.89,0.57,0.2,0.95,20.2,1,2
ev_5_5,user_5_5,ev,60.9,7.1,0.91,0.45,0.2,0.95,18.9,1,2
ev_5_7,user_5_7,ev,58.4,8.0,0.9,0.57,0.2,0.95,20.3,1,2
ev_5_8,user_5_8,ev,59.9,7.9,0.92,0.53,0.2,0.95,20.0,1,2
ev_6_1,user_6_1,ev,67.0,6.9,0.89,0.42,0.2,0.95,18.4,1,2
ev_6_2,user_6_2,ev,56.4,7.2,0.91,0.46,0.2,0.95,18.8,1,2
ev_6_5,user_6_5,ev,67.5,6.0,0.9,0.42,0.2,0.95,20.5,1,2
ev_6_7,user_6_7,ev,55.7,8.0,0.9,0.5,0.2,0.95,20.3,1,2
ev_7_10,user_7_10,ev,52.7,6.3,0.91,0.52,0.2,0.95,19.0,1,2
ev_7_4,user_7_4,ev,69.0,7.8,0.92,0.53,0.2,0.95,19.1,1,2
ev_7_5,user_7_5,ev,58.1,7.0,0.92,0.54,0.2,0.95,18.8,1,2
ev_7_6,user_7_6,ev,57.5,7.4,0.91,0.51,0.2,0.95,19.6,1,2
ev_7_8,user_7_8,ev,55.5,7.9,0.91,0.42,0.2,0.95,20.0,1,2
ev_8_2,user_8_2,ev,52.0,6.1,0.9,0.54,0.2,0.95,18.1,1,2
ev_8_4,user_8_4,ev,52.9,7.3,0.89,0.46,0.2,0.95,18.2,1,2
ev_9_1,user_9_1,ev,64.1,6.2,0.9,0.41,0.2,0.95,19.4,1,2
ev_9_10,user_9_10,ev,54.9,6.4,0.91,0.58,0.2,0.95,20.1,1,2
ev_9_2,user_9_2,ev,57.9,7.0,0.92,0.59,0.2,0.95,20.3,1,2
ev_9_6,user_9_6,ev,53.5,7.8,0.89,0.58,0.2,0.95,20.5,1,2
heatpump_10_1,user_10_1,heat_pump,0.0,4.0,4.3,21.2,18.0,26.0,0.11,1,4
heatpump_10_10,user_10_10,heat_pump,0.0,3.9,4.3,20.7,18.0,26.0,0.09,1,4
heatpump_10_11,user_10_11,heat_pump,0.0,4.9,4.0,21.1,18.0,26.0,0.08,1,4
heatpump_10_12,user_10_12,heat_pump,0.0,3.8,3.8,20.9,18.0,26.0,0.08,1,4
heatpump_10_2,user_10_2,heat_pump,0.0,5.4,3.9,20.6,18.0,26.0,0.08,1,4
heatpump_10_3,user_10_3,heat_pump,0.0,4.5,3.6,20.3,18.0,26.0,0.08,1,4
heatpump_10_4,user_10_4,heat_pump,0.0,4.0,4.1,20.5,18.0,26.0,0.08,1,4
heatpump_10_5,user_10_5,heat_pump,0.0,3.9,4.3,20.7,18.0,26.0,0.1,1,4
heatpump_10_6,user_10_6,heat_pump,0.0,5.1,3.9,20.9,18.0,26.0,0.11,1,4
heatpump_10_7,user_10_7,heat_pump,0.0,3.8,3.7,20.2,18.0,26.0,0.11,1,4
heatpump_10_8,user_10_8,heat_pump,0.0,4.8,3.9,21.2,18.0,26.0,0.08,1,4
heatpump_10_9,user_10_9,heat_pump,0.0,4.0,3.7,21.0,18.0,26.0,0.09,1,4
heatpump_1_1,user_1_1,heat_pump,0.0,5.2,3.9,20.2,18.0,26.0,0.1,1,4
heatpump_1_2,user_1_2,heat_pump,0.0,4.6,4.3,20.5,18.0,26.0,0.08,1,4
heatpump_1_3,user_1_3,heat_pump,0.0,4.0,4.1,20.9,18.0,26.0,0.1,1,4
heatpump_1_4,user_1_4,heat_pump,0.0,4.4,4.0,20.4,18.0,26.0,0.09,1,4
heatpump_1_5,user_1_5,heat_pump,0.0,4.5,4.2,20.2,18.0,26.0,0.1,1,4
heatpump_1_6,user_1_6,heat_pump,0.0,5.3,4.0,21.3,18.0,26.0,0.09,1,4
heatpump_2_1,user_2_1,heat_pump,0.0,5.3,3.9,21.2,18.0,26.0,0.09,1,4
heatpump_2_10,user_2_10,heat_pump,0.0,4.0,3.8,20.3,18.0,26.0,0.09,1,4
heatpump_2_2,user_2_2,heat_pump,0.0,5.0,3.8,20.5,18.0,26.0,0.08,1,4
heatpump_2_3,user_2_3,heat_pump,0.0,5.4,4.1,20.7,18.0,26.0,0.07,1,4
heatpump_2_4,user_2_4,heat_pump,0.0,3.9,3.9,21.1,18.0,26.0,0.08,1,4
heatpump_2_5,user_2_5,heat_pump,0.0,4.0,3.6,21.4,18.0,26.0,0.09,1,4
heatpump_2_6,user_2_6,heat_pump,0.0,4.9,3.9,21.3,18.0,26.0,0.11,1,4
heatpump_2_7,user_2_7,heat_pump,0.0,4.5,4.3,20.1,18.0,26.0,0.08,1,4
heatpump_2_8,user_2_8,heat_pump,0.0,4.3,3.6,20.8,18.0,26.0,0.08,1,4
heatpump_2_9,user_2_9,heat_pump,0.0,4.6,4.3,20.5,18.0,26.0,0.09,1,4
heatpump_3_1,user_3_1,heat_pump,0.0,4.8,4.2,20.9,18.0,26.0,0.1,1,4
heatpump_3_2,user_3_2,heat_pump,0.0,4.7,4.0,21.0,18.0,26.0,0.1,1,4
heatpump_3_3,user_3_3,heat_pump,0.0,3.8,3.7,21.1,18.0,26.0,0.11,1,4
heatpump_3_4,user_3_4,heat_pump,0.0,4.4,3.7,20.2,18.0,26.0,0.1,1,4
heatpump_3_5,user_3_5,heat_pump,0.0,3.9,4.2,21.5,18.0,26.0,0.07,1,4
heatpump_3_6,user_3_6,heat_pump,0.0,4.7,3.8,20.7,18.0,26.0,0.08,1,4
heatpump_3_7,user_3_7,heat_pump,0.0,4.3,3.8,21.4,18.0,26.0,0.09,1,4
heatpump_3_8,user_3_8,heat_pump,0.0,5.3,3.6,21.1,18.0,26.0,0.07,1,4
heatpump_4_1,user_4_1,heat_pump,0.0,3.9,3.9,20.6,18.0,26.0,0.09,1,4
heatpump_4_10,user_4_10,heat_pump,0.0,4.5,3.9,21.0,18.0,26.0,0.08,1,4
heatpump_4_11,user_4_11,heat_pump,0.0,4.5,4.4,20.3,18.0,26.0,0.11,1,4
heatpump_4_12,user_4_12,heat_pump,0.0,4.6,4.1,20.5,18.0,26.0,0.09,1,4
heatpump_4_2,user_4_2,heat_pump,0.0,4.5,3.7,20.8,18.0,26.0,0.08,1,4
heatpump_4_3,user_4_3,heat_pump,0.0,4.0,4.1,20.9,18.0,26.0,0.09,1,4
heatpump_4_4,user_4_4,heat_pump,0.0,4.3,3.7,21.5,18.0,26.0,0.07,1,4
heatpump_4_5,user_4_5,heat_pump,0.0,4.1,4.4,21.2,18.0,26.0,0.1,1,4
heatpump_4_6,user_4_6,heat_pump,0.0,4.3,3.6,20.7,18.0,26.0,0.09,1,4
heatpump_4_7,user_4_7,heat_pump,0.0,4.0,4.0,20.3,18.0,26.0,0.09,1,4
heatpump_4_8,user_4_8,heat_pump,0.0,4.9,3.8,20.6,18.0,26.0,0.1,1,4
heatpump_4_9,user_4_9,heat_pump,0.0,4.5,3.9,20.1,18.0,26.0,0.08,1,4
heatpump_5_1,user_5_1,heat_pump,0.0,4.0,3.9,20.6,18.0,26.0,0.07,1,4
heatpump_5_2,user_5_2,heat_pump,0.0,5.3,4.2,20.3,18.0,26.0,0.1,1,4
heatpump_5_3,user_5_3,heat_pump,0.0,3.9,4.1,20.8,18.0,26.0,0.08,1,4
heatpump_5_4,user_5_4,heat_pump,0.0,5.1,3.8,21.4,18.0,26.0,0.1,1,4
heatpump_5_5,user_5_5,heat_pump,0.0,4.1,3.6,20.4,18.0,26.0,0.08,1,4
heatpump_5_6,user_5_6,heat_pump,0.0,4.1,4.2,20.1,18.0,26.0,0.11,1,4
heatpump_5_7,user_5_7,heat_pump,0.0,4.9,3.9,20.8,18.0,26.0,0.09,1,4
heatpump_5_8,user_5_8,heat_pump,0.0,5.0,4.3,21.0,18.0,26.0,0.11,1,4
heatpump_6_1,user_6_1,heat_pump,0.0,4.3,4.4,20.5,18.0,26.0,0.09,1,4
heatpump_6_2,user_6_2,heat_pump,0.0,4.6,4.1,21.2,18.0,26.0,0.09,1,4
heatpump_6_3,user_6_3,heat_pump,0.0,4.4,3.6,20.7,18.0,26.0,0.07,1,4
